,date,amp_city,amp_suburb,delta_amp,t_morn_city,t_even_city,t_morn_suburb,t_even_suburb
0,2023-09-04,11.11430393387559,11.979014364171121,-0.8647104302955313,27.63669617346727,16.52239223959168,26.6566936373697,14.677679273198578
1,2023-09-05,11.159491203774337,12.836612914395744,-1.6771217106214067,29.298575728088167,18.13908452431383,28.689202453650807,15.852589539255064
2,2023-09-06,11.963662261116554,13.423617793137055,-1.4599555320205013,30.071227973323744,18.10756571220719,29.433157038724744,16.00953924558769
3,2023-09-07,11.717741148362165,13.505482816719564,-1.7877416683573983,30.11291086873291,18.395169720370745,29.988857462900626,16.483374646181062
4,2023-09-08,12.4132074096716,14.129690813981028,-1.7164834043094288,29.932421881430287,17.519214471758687,29.424038447160967,15.294347633179939
